year,sciname,cat,cat_txt,cat_score
2017,Conus vexillum,LC,Least Concern,0
2018,Conus vexillum,LC,Least Concern,0
2019,Conus vexillum,LC,Least Concern,0
2020,Conus vexillum,LC,Least Concern,0
2013,Conus virgo,LC,Least Concern,0
2014,Conus virgo,LC,Least Concern,0
2015,Conus virgo,LC,Least Concern,0
2016,Conus virgo,LC,Least Concern,0
2017,Conus virgo,LC,Least Concern,0
2018,Conus virgo,LC,Least Concern,0
2019,Conus virgo,LC,Least Concern,0
2020,Conus virgo,LC,Least Concern,0
2010,Coris aygula,LC,Least Concern,0
2011,Coris aygula,LC,Least Concern,0
2012,Coris aygula,LC,Least Concern,0
2013,Coris aygula,LC,Least Concern,0
2014,Coris aygula,LC,Least Concern,0
2015,Coris aygula,LC,Least Concern,0
2016,Coris aygula,LC,Least Concern,0
2017,Coris aygula,LC,Least Concern,0
2018,Coris aygula,LC,Least Concern,0
2019,Coris aygula,LC,Least Concern,0
2020,Coris aygula,LC,Least Concern,0
2010,Coris centralis,LC,Least Concern,0
2011,Coris centralis,LC,Least Concern,0
2012,Coris centralis,LC,Least Concern,0
2013,Coris centralis,LC,Least Concern,0
2014,Coris centralis,LC,Least Concern,0
2015,Coris centralis,LC,Least Concern,0
2016,Coris centralis,LC,Least Concern,0
2017,Coris centralis,LC,Least Concern,0
2018,Coris centralis,LC,Least Concern,0
2019,Coris centralis,LC,Least Concern,0
2020,Coris centralis,LC,Least Concern,0
2010,Coris gaimard,LC,Least Concern,0
2011,Coris gaimard,LC,Least Concern,0
2012,Coris gaimard,LC,Least Concern,0
2013,Coris gaimard,LC,Least Concern,0
2014,Coris gaimard,LC,Least Concern,0
2015,Coris gaimard,LC,Least Concern,0
2016,Coris gaimard,LC,Least Concern,0
2017,Coris gaimard,LC,Least Concern,0
2018,Coris gaimard,LC,Least Concern,0
2019,Coris gaimard,LC,Least Concern,0
2020,Coris gaimard,LC,Least Concern,0
2012,Ctenochaetus cyanocheilus,LC,Least Concern,0
2013,Ctenochaetus cyanocheilus,LC,Least Concern,0
2014,Ctenochaetus cyanocheilus,LC,Least Concern,0
2015,Ctenochaetus cyanocheilus,LC,Least Concern,0
2016,Ctenochaetus cyanocheilus,LC,Least Concern,0
2017,Ctenochaetus cyanocheilus,LC,Least Concern,0
2018,Ctenochaetus cyanocheilus,LC,Least Concern,0
2019,Ctenochaetus cyanocheilus,LC,Least Concern,0
2020,Ctenochaetus cyanocheilus,LC,Least Concern,0
2012,Ctenochaetus flavicauda,LC,Least Concern,0
2013,Ctenochaetus flavicauda,LC,Least Concern,0
2014,Ctenochaetus flavicauda,LC,Least Concern,0
2015,Ctenochaetus flavicauda,LC,Least Concern,0
2016,Ctenochaetus flavicauda,LC,Least Concern,0
2017,Ctenochaetus flavicauda,LC,Least Concern,0
2018,Ctenochaetus flavicauda,LC,Least Concern,0
2019,Ctenochaetus flavicauda,LC,Least Concern,0
2020,Ctenochaetus flavicauda,LC,Least Concern,0
2012,Ctenochaetus hawaiiensis,LC,Least Concern,0
2013,Ctenochaetus hawaiiensis,LC,Least Concern,0
2014,Ctenochaetus hawaiiensis,LC,Least Concern,0
2015,Ctenochaetus hawaiiensis,LC,Least Concern,0
2016,Ctenochaetus hawaiiensis,LC,Least Concern,0
2017,Ctenochaetus hawaiiensis,LC,Least Concern,0
2018,Ctenochaetus hawaiiensis,LC,Least Concern,0
2019,Ctenochaetus hawaiiensis,LC,Least Concern,0
2020,Ctenochaetus hawaiiensis,LC,Least Concern,0
2012,Ctenochaetus marginatus,LC,Least Concern,0
2013,Ctenochaetus marginatus,LC,Least Concern,0
2014,Ctenochaetus marginatus,LC,Least Concern,0
2015,Ctenochaetus marginatus,LC,Least Concern,0
2016,Ctenochaetus marginatus,LC,Least Concern,0
2017,Ctenochaetus marginatus,LC,Least Concern,0
2018,Ctenochaetus marginatus,LC,Least Concern,0
2019,Ctenochaetus marginatus,LC,Least Concern,0
2020,Ctenochaetus marginatus,LC,Least Concern,0
2012,Ctenochaetus striatus,LC,Least Concern,0
2013,Ctenochaetus striatus,LC,Least Concern,0
2014,Ctenochaetus striatus,LC,Least Concern,0
2015,Ctenochaetus striatus,LC,Least Concern,0
2016,Ctenochaetus striatus,LC,Least Concern,0
2017,Ctenochaetus striatus,LC,Least Concern,0
2018,Ctenochaetus striatus,LC,Least Concern,0
2019,Ctenochaetus striatus,LC,Least Concern,0
2020,Ctenochaetus striatus,LC,Least Concern,0
2010,Cymolutes praetextatus,LC,Least Concern,0
2011,Cymolutes praetextatus,LC,Least Concern,0
2012,Cymolutes praetextatus,LC,Least Concern,0
2013,Cymolutes praetextatus,LC,Least Concern,0
2014,Cymolutes praetextatus,LC,Least Concern,0
2015,Cymolutes praetextatus,LC,Least Concern,0
2016,Cymolutes praetextatus,LC,Least Concern,0
2017,Cymolutes praetextatus,LC,Least Concern,0
2018,Cymolutes praetextatus,LC,Least Concern,0
2019,Cymolutes praetextatus,LC,Least Concern,0
2020,Cymolutes praetextatus,LC,Least Concern,0
2000,Dermochelys coriacea,CR,Critically Endangered,0.8
2001,Dermochelys coriacea,CR,Critically Endangered,0.8
2002,Dermochelys coriacea,CR,Critically Endangered,0.8
2003,Dermochelys coriacea,CR,Critically Endangered,0.8
2004,Dermochelys coriacea,CR,Critically Endangered,0.8
2005,Dermochelys coriacea,CR,Critically Endangered,0.8
2006,Dermochelys coriacea,CR,Critically Endangered,0.8
2007,Dermochelys coriacea,CR,Critically Endangered,0.8
2008,Dermochelys coriacea,CR,Critically Endangered,0.8
2009,Dermochelys coriacea,CR,Critically Endangered,0.8
2010,Dermochelys coriacea,CR,Critically Endangered,0.8
2011,Dermochelys coriacea,CR,Critically Endangered,0.8
2012,Dermochelys coriacea,CR,Critically Endangered,0.8
2013,Dermochelys coriacea,VU,Vulnerable,0.4
2014,Dermochelys coriacea,VU,Vulnerable,0.4
2015,Dermochelys coriacea,VU,Vulnerable,0.4
2016,Dermochelys coriacea,VU,Vulnerable,0.4
2017,Dermochelys coriacea,VU,Vulnerable,0.4
2018,Dermochelys coriacea,VU,Vulnerable,0.4
2019,Dermochelys coriacea,VU,Vulnerable,0.4
2020,Dermochelys coriacea,VU,Vulnerable,0.4
2016,Doryrhamphus excisus,LC,Least Concern,0
2017,Doryrhamphus excisus,LC,Least Concern,0
2018,Doryrhamphus excisus,LC,Least Concern,0
2019,Doryrhamphus excisus,LC,Least Concern,0
2020,Doryrhamphus excisus,LC,Least Concern,0
2014,Ecsenius midas,LC,Least Concern,0
2015,Ecsenius midas,LC,Least Concern,0
2016,Ecsenius midas,LC,Least Concern,0
2017,Ecsenius midas,LC,Least Concern,0
2018,Ecsenius midas,LC,Least Concern,0
2019,Ecsenius midas,LC,Least Concern,0
2020,Ecsenius midas,LC,Least Concern,0
2014,Enneapterygius tutuilae,LC,Least Concern,0
2015,Enneapterygius tutuilae,LC,Least Concern,0
2016,Enneapterygius tutuilae,LC,Least Concern,0
2017,Enneapterygius tutuilae,LC,Least Concern,0
2018,Enneapterygius tutuilae,LC,Least Concern,0
2019,Enneapterygius tutuilae,LC,Least Concern,0
2020,Enneapterygius tutuilae,LC,Least Concern,0
2014,Entomacrodus cymatobiotus,LC,Least Concern,0
2015,Entomacrodus cymatobiotus,LC,Least Concern,0
2016,Entomacrodus cymatobiotus,LC,Least Concern,0
2017,Entomacrodus cymatobiotus,LC,Least Concern,0
2018,Entomacrodus cymatobiotus,LC,Least Concern,0
2019,Entomacrodus cymatobiotus,LC,Least Concern,0
2020,Entomacrodus cymatobiotus,LC,Least Concern,0
2014,Entomacrodus striatus,LC,Least Concern,0
2015,Entomacrodus striatus,LC,Least Concern,0
2016,Entomacrodus striatus,LC,Least Concern,0
2017,Entomacrodus striatus,LC,Least Concern,0
2018,Entomacrodus striatus,LC,Least Concern,0
2019,Entomacrodus striatus,LC,Least Concern,0
2020,Entomacrodus striatus,LC,Least Concern,0
2014,Entomacrodus thalassinus,LC,Least Concern,0
2015,Entomacrodus thalassinus,LC,Least Concern,0
2016,Entomacrodus thalassinus,LC,Least Concern,0
2017,Entomacrodus thalassinus,LC,Least Concern,0
2018,Entomacrodus thalassinus,LC,Least Concern,0
2019,Entomacrodus thalassinus,LC,Least Concern,0
2020,Entomacrodus thalassinus,LC,Least Concern,0
2010,Epibulus insidiator,LC,Least Concern,0
2011,Epibulus insidiator,LC,Least Concern,0
2012,Epibulus insidiator,LC,Least Concern,0
2013,Epibulus insidiator,LC,Least Concern,0
2014,Epibulus insidiator,LC,Least Concern,0
2015,Epibulus insidiator,LC,Least Concern,0
2016,Epibulus insidiator,LC,Least Concern,0
2017,Epibulus insidiator,LC,Least Concern,0
2018,Epibulus insidiator,LC,Least Concern,0
2019,Epibulus insidiator,LC,Least Concern,0
2020,Epibulus insidiator,LC,Least Concern,0
2008,Epinephelus fasciatus,LC,Least Concern,0
2009,Epinephelus fasciatus,LC,Least Concern,0
2010,Epinephelus fasciatus,LC,Least Concern,0
2011,Epinephelus fasciatus,LC,Least Concern,0
2012,Epinephelus fasciatus,LC,Least Concern,0
2013,Epinephelus fasciatus,LC,Least Concern,0
2014,Epinephelus fasciatus,LC,Least Concern,0
2015,Epinephelus fasciatus,LC,Least Concern,0
2016,Epinephelus fasciatus,LC,Least Concern,0
2017,Epinephelus fasciatus,LC,Least Concern,0
2018,Epinephelus fasciatus,LC,Least Concern,0
2019,Epinephelus fasciatus,LC,Least Concern,0
2020,Epinephelus fasciatus,LC,Least Concern,0
2004,Epinephelus fuscoguttatus,NT,Near Threatened,0.2
2005,Epinephelus fuscoguttatus,NT,Near Threatened,0.2
2006,Epinephelus fuscoguttatus,NT,Near Threatened,0.2
2007,Epinephelus fuscoguttatus,NT,Near Threatened,0.2
2008,Epinephelus fuscoguttatus,NT,Near Threatened,0.2
2009,Epinephelus fuscoguttatus,NT,Near Threatened,0.2
2010,Epinephelus fuscoguttatus,NT,Near Threatened,0.2
2011,Epinephelus fuscoguttatus,NT,Near Threatened,0.2
2012,Epinephelus fuscoguttatus,NT,Near Threatened,0.2
2013,Epinephelus fuscoguttatus,NT,Near Threatened,0.2
2014,Epinephelus fuscoguttatus,NT,Near Threatened,0.2
2015,Epinephelus fuscoguttatus,NT,Near Threatened,0.2
2016,Epinephelus fuscoguttatus,NT,Near Threatened,0.2
2017,Epinephelus fuscoguttatus,NT,Near Threatened,0.2
2018,Epinephelus fuscoguttatus,VU,Vulnerable,0.4
2019,Epinephelus fuscoguttatus,VU,Vulnerable,0.4
2020,Epinephelus fuscoguttatus,VU,Vulnerable,0.4
2008,Epinephelus hexagonatus,LC,Least Concern,0
2009,Epinephelus hexagonatus,LC,Least Concern,0
2010,Epinephelus hexagonatus,LC,Least Concern,0
2011,Epinephelus hexagonatus,LC,Least Concern,0
2012,Epinephelus hexagonatus,LC,Least Concern,0
2013,Epinephelus hexagonatus,LC,Least Concern,0
2014,Epinephelus hexagonatus,LC,Least Concern,0
2015,Epinephelus hexagonatus,LC,Least Concern,0
2016,Epinephelus hexagonatus,LC,Least Concern,0
2017,Epinephelus hexagonatus,LC,Least Concern,0
2018,Epinephelus hexagonatus,LC,Least Concern,0
2019,Epinephelus hexagonatus,LC,Least Concern,0
2020,Epinephelus hexagonatus,LC,Least Concern,0
2008,Epinephelus howlandi,LC,Least Concern,0
2009,Epinephelus howlandi,LC,Least Concern,0
2010,Epinephelus howlandi,LC,Least Concern,0
2011,Epinephelus howlandi,LC,Least Concern,0
2012,Epinephelus howlandi,LC,Least Concern,0
2013,Epinephelus howlandi,LC,Least Concern,0
2014,Epinephelus howlandi,LC,Least Concern,0
2015,Epinephelus howlandi,LC,Least Concern,0
2016,Epinephelus howlandi,LC,Least Concern,0
2017,Epinephelus howlandi,LC,Least Concern,0
2018,Epinephelus howlandi,LC,Least Concern,0
2019,Epinephelus howlandi,LC,Least Concern,0
2020,Epinephelus howlandi,LC,Least Concern,0
2008,Epinephelus macrospilos,LC,Least Concern,0
2009,Epinephelus macrospilos,LC,Least Concern,0
2010,Epinephelus macrospilos,LC,Least Concern,0
2011,Epinephelus macrospilos,LC,Least Concern,0
2012,Epinephelus macrospilos,LC,Least Concern,0
2013,Epinephelus macrospilos,LC,Least Concern,0
2014,Epinephelus macrospilos,LC,Least Concern,0
2015,Epinephelus macrospilos,LC,Least Concern,0
2016,Epinephelus macrospilos,LC,Least Concern,0
2017,Epinephelus macrospilos,LC,Least Concern,0
2018,Epinephelus macrospilos,LC,Least Concern,0
2019,Epinephelus macrospilos,LC,Least Concern,0
2020,Epinephelus macrospilos,LC,Least Concern,0
2018,Epinephelus melanostigma,LC,Least Concern,0
2019,Epinephelus melanostigma,LC,Least Concern,0
2020,Epinephelus melanostigma,LC,Least Concern,0
2008,Epinephelus merra,LC,Least Concern,0
2009,Epinephelus merra,LC,Least Concern,0
2010,Epinephelus merra,LC,Least Concern,0
2011,Epinephelus merra,LC,Least Concern,0
2012,Epinephelus merra,LC,Least Concern,0
2013,Epinephelus merra,LC,Least Concern,0
2014,Epinephelus merra,LC,Least Concern,0
2015,Epinephelus merra,LC,Least Concern,0
2016,Epinephelus merra,LC,Least Concern,0
2017,Epinephelus merra,LC,Least Concern,0
2018,Epinephelus merra,LC,Least Concern,0
2019,Epinephelus merra,LC,Least Concern,0
2020,Epinephelus merra,LC,Least Concern,0
2006,Epinephelus polyphekadion,NT,Near Threatened,0.2
2007,Epinephelus polyphekadion,NT,Near Threatened,0.2
2008,Epinephelus polyphekadion,NT,Near Threatened,0.2
2009,Epinephelus polyphekadion,NT,Near Threatened,0.2
2010,Epinephelus polyphekadion,NT,Near Threatened,0.2
2011,Epinephelus polyphekadion,NT,Near Threatened,0.2
2012,Epinephelus polyphekadion,NT,Near Threatened,0.2
2013,Epinephelus polyphekadion,NT,Near Threatened,0.2
2014,Epinephelus polyphekadion,NT,Near Threatened,0.2
2015,Epinephelus polyphekadion,NT,Near Threatened,0.2
2016,Epinephelus polyphekadion,NT,Near Threatened,0.2
2017,Epinephelus polyphekadion,NT,Near Threatened,0.2
2018,Epinephelus polyphekadion,VU,Vulnerable,0.4
2019,Epinephelus polyphekadion,VU,Vulnerable,0.4
2020,Epinephelus polyphekadion,VU,Vulnerable,0.4
2018,Epinephelus retouti,LC,Least Concern,0
2019,Epinephelus retouti,LC,Least Concern,0
2020,Epinephelus retouti,LC,Least Concern,0
2008,Epinephelus socialis,NT,Near Threatened,0.2
2009,Epinephelus socialis,NT,Near Threatened,0.2
2010,Epinephelus socialis,NT,Near Threatened,0.2
2011,Epinephelus socialis,NT,Near Threatened,0.2
2012,Epinephelus socialis,NT,Near Threatened,0.2
2013,Epinephelus socialis,NT,Near Threatened,0.2
2014,Epinephelus socialis,NT,Near Threatened,0.2
2015,Epinephelus socialis,NT,Near Threatened,0.2
2016,Epinephelus socialis,NT,Near Threatened,0.2
2017,Epinephelus socialis,NT,Near Threatened,0.2
2018,Epinephelus socialis,LC,Least Concern,0
2019,Epinephelus socialis,LC,Least Concern,0
2020,Epinephelus socialis,LC,Least Concern,0
2008,Epinephelus spilotoceps,LC,Least Concern,0
2009,Epinephelus spilotoceps,LC,Least Concern,0
2010,Epinephelus spilotoceps,LC,Least Concern,0
2011,Epinephelus spilotoceps,LC,Least Concern,0
2012,Epinephelus spilotoceps,LC,Least Concern,0
2013,Epinephelus spilotoceps,LC,Least Concern,0
2014,Epinephelus spilotoceps,LC,Least Concern,0
2015,Epinephelus spilotoceps,LC,Least Concern,0
2016,Epinephelus spilotoceps,LC,Least Concern,0
2017,Epinephelus spilotoceps,LC,Least Concern,0
2018,Epinephelus spilotoceps,LC,Least Concern,0
2019,Epinephelus spilotoceps,LC,Least Concern,0
2020,Epinephelus spilotoceps,LC,Least Concern,0
2011,Eptatretus carlhubbsi,LC,Least Concern,0
2012,Eptatretus carlhubbsi,LC,Least Concern,0
2013,Eptatretus carlhubbsi,LC,Least Concern,0
2014,Eptatretus carlhubbsi,LC,Least Concern,0
2015,Eptatretus carlhubbsi,LC,Least Concern,0
2016,Eptatretus carlhubbsi,LC,Least Concern,0
2017,Eptatretus carlhubbsi,LC,Least Concern,0
2018,Eptatretus carlhubbsi,LC,Least Concern,0
2019,Eptatretus carlhubbsi,LC,Least Concern,0
2020,Eptatretus carlhubbsi,LC,Least Concern,0
2000,Eretmochelys imbricata,CR,Critically Endangered,0.8
2001,Eretmochelys imbricata,CR,Critically Endangered,0.8
2002,Eretmochelys imbricata,CR,Critically Endangered,0.8
2003,Eretmochelys imbricata,CR,Critically Endangered,0.8
2004,Eretmochelys imbricata,CR,Critically Endangered,0.8
2005,Eretmochelys imbricata,CR,Critically Endangered,0.8
2006,Eretmochelys imbricata,CR,Critically Endangered,0.8
2007,Eretmochelys imbricata,CR,Critically Endangered,0.8
2008,Eretmochelys imbricata,CR,Critically Endangered,0.8
2009,Eretmochelys imbricata,CR,Critically Endangered,0.8
2010,Eretmochelys imbricata,CR,Critically Endangered,0.8
2011,Eretmochelys imbricata,CR,Critically Endangered,0.8
2012,Eretmochelys imbricata,CR,Critically Endangered,0.8
2013,Eretmochelys imbricata,CR,Critically Endangered,0.8
2014,Eretmochelys imbricata,CR,Critically Endangered,0.8
2015,Eretmochelys imbricata,CR,Critically Endangered,0.8
2016,Eretmochelys imbricata,CR,Critically Endangered,0.8
2017,Eretmochelys imbricata,CR,Critically Endangered,0.8
2018,Eretmochelys imbricata,CR,Critically Endangered,0.8
2019,Eretmochelys imbricata,CR,Critically Endangered,0.8
2020,Eretmochelys imbricata,CR,Critically Endangered,0.8
2006,Euprotomicrus bispinatus,LC,Least Concern,0
2007,Euprotomicrus bispinatus,LC,Least Concern,0
2008,Euprotomicrus bispinatus,LC,Least Concern,0
2009,Euprotomicrus bispinatus,LC,Least Concern,0
2010,Euprotomicrus bispinatus,LC,Least Concern,0
2011,Euprotomicrus bispinatus,LC,Least Concern,0
2012,Euprotomicrus bispinatus,LC,Least Concern,0
2013,Euprotomicrus bispinatus,LC,Least Concern,0
2014,Euprotomicrus bispinatus,LC,Least Concern,0
2015,Euprotomicrus bispinatus,LC,Least Concern,0
2016,Euprotomicrus bispinatus,LC,Least Concern,0
2017,Euprotomicrus bispinatus,LC,Least Concern,0
2018,Euprotomicrus bispinatus,LC,Least Concern,0
2019,Euprotomicrus bispinatus,LC,Least Concern,0
2020,Euprotomicrus bispinatus,LC,Least Concern,0
2014,Exallias brevis,LC,Least Concern,0
2015,Exallias brevis,LC,Least Concern,0
2016,Exallias brevis,LC,Least Concern,0
2017,Exallias brevis,LC,Least Concern,0
2018,Exallias brevis,LC,Least Concern,0
2019,Exallias brevis,LC,Least Concern,0
2020,Exallias brevis,LC,Least Concern,0
2008,Favia favus,LC,Least Concern,0
2009,Favia favus,LC,Least Concern,0
2010,Favia favus,LC,Least Concern,0
2011,Favia favus,LC,Least Concern,0
2012,Favia favus,LC,Least Concern,0
2013,Favia favus,LC,Least Concern,0
2014,Favia favus,LC,Least Concern,0
2015,Favia favus,LC,Least Concern,0
2016,Favia favus,LC,Least Concern,0
2017,Favia favus,LC,Least Concern,0
2018,Favia favus,LC,Least Concern,0
2019,Favia favus,LC,Least Concern,0
2020,Favia favus,LC,Least Concern,0
2008,Favia lizardensis,NT,Near Threatened,0.2
2009,Favia lizardensis,NT,Near Threatened,0.2
2010,Favia lizardensis,NT,Near Threatened,0.2
2011,Favia lizardensis,NT,Near Threatened,0.2
2012,Favia lizardensis,NT,Near Threatened,0.2
2013,Favia lizardensis,NT,Near Threatened,0.2
2014,Favia lizardensis,NT,Near Threatened,0.2
2015,Favia lizardensis,NT,Near Threatened,0.2
2016,Favia lizardensis,NT,Near Threatened,0.2
2017,Favia lizardensis,NT,Near Threatened,0.2
2018,Favia lizardensis,NT,Near Threatened,0.2
2019,Favia lizardensis,NT,Near Threatened,0.2
2020,Favia lizardensis,NT,Near Threatened,0.2
2008,Favia matthaii,NT,Near Threatened,0.2
2009,Favia matthaii,NT,Near Threatened,0.2
2010,Favia matthaii,NT,Near Threatened,0.2
2011,Favia matthaii,NT,Near Threatened,0.2
2012,Favia matthaii,NT,Near Threatened,0.2
2013,Favia matthaii,NT,Near Threatened,0.2
2014,Favia matthaii,NT,Near Threatened,0.2
2015,Favia matthaii,NT,Near Threatened,0.2
2016,Favia matthaii,NT,Near Threatened,0.2
2017,Favia matthaii,NT,Near Threatened,0.2
2018,Favia matthaii,NT,Near Threatened,0.2
2019,Favia matthaii,NT,Near Threatened,0.2
2020,Favia matthaii,NT,Near Threatened,0.2
2008,Favia pallida,LC,Least Concern,0
2009,Favia pallida,LC,Least Concern,0
2010,Favia pallida,LC,Least Concern,0
2011,Favia pallida,LC,Least Concern,0
2012,Favia pallida,LC,Least Concern,0
2013,Favia pallida,LC,Least Concern,0
2014,Favia pallida,LC,Least Concern,0
2015,Favia pallida,LC,Least Concern,0
2016,Favia pallida,LC,Least Concern,0
2017,Favia pallida,LC,Least Concern,0
2018,Favia pallida,LC,Least Concern,0
2019,Favia pallida,LC,Least Concern,0
2020,Favia pallida,LC,Least Concern,0
2008,Favia stelligera,NT,Near Threatened,0.2
2009,Favia stelligera,NT,Near Threatened,0.2
2010,Favia stelligera,NT,Near Threatened,0.2
2011,Favia stelligera,NT,Near Threatened,0.2
2012,Favia stelligera,NT,Near Threatened,0.2
2013,Favia stelligera,NT,Near Threatened,0.2
2014,Favia stelligera,NT,Near Threatened,0.2
2015,Favia stelligera,NT,Near Threatened,0.2
2016,Favia stelligera,NT,Near Threatened,0.2
2017,Favia stelligera,NT,Near Threatened,0.2
2018,Favia stelligera,NT,Near Threatened,0.2
2019,Favia stelligera,NT,Near Threatened,0.2
2020,Favia stelligera,NT,Near Threatened,0.2
2008,Favites abdita,NT,Near Threatened,0.2
2009,Favites abdita,NT,Near Threatened,0.2
2010,Favites abdita,NT,Near Threatened,0.2
2011,Favites abdita,NT,Near Threatened,0.2
2012,Favites abdita,NT,Near Threatened,0.2
2013,Favites abdita,NT,Near Threatened,0.2
2014,Favites abdita,NT,Near Threatened,0.2
2015,Favites abdita,NT,Near Threatened,0.2
2016,Favites abdita,NT,Near Threatened,0.2
2017,Favites abdita,NT,Near Threatened,0.2
2018,Favites abdita,NT,Near Threatened,0.2
2019,Favites abdita,NT,Near Threatened,0.2
2020,Favites abdita,NT,Near Threatened,0.2
2008,Favites chinensis,NT,Near Threatened,0.2
2009,Favites chinensis,NT,Near Threatened,0.2
2010,Favites chinensis,NT,Near Threatened,0.2
2011,Favites chinensis,NT,Near Threatened,0.2
2012,Favites chinensis,NT,Near Threatened,0.2
2013,Favites chinensis,NT,Near Threatened,0.2
